date,buy_avg_holding_price,buy_avg_open_price,buy_close_order_quantity,buy_daily_pnl,buy_margin,buy_market_value,buy_open_order_quantity,buy_pnl,buy_quantity,buy_today_quantity,buy_transaction_cost,closable_buy_quantity,closable_sell_quantity,daily_holding_pnl,daily_pnl,daily_realized_pnl,margin,market_value,order_book_id,pnl,sell_avg_holding_price,sell_avg_open_price,sell_close_order_quantity,sell_daily_pnl,sell_margin,sell_market_value,sell_open_order_quantity,sell_pnl,sell_quantity,sell_today_quantity,sell_transaction_cost,symbol,total_orders,total_trades,transaction_cost
2016-03-17,2890.8,2883.3,0,23220.0,346896.0,890460.0,0,25470.0,1,0,19.895,1,0,23220.0,23220.0,0.0,346896.0,890460.0,IF1606,25470.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-18,2968.2,2883.3,0,25320.0,356184.0,915780.0,0,50790.0,1,0,19.895,1,0,25320.0,25320.0,0.0,356184.0,915780.0,IF1606,50790.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-21,3052.6,2883.3,0,25620.0,366312.0,941400.0,0,76410.0,1,0,19.895,1,0,25620.0,25620.0,0.0,366312.0,941400.0,IF1606,76410.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-22,3138.0,2883.3,0,-3240.0,376560.0,938160.0,0,73170.0,1,0,19.895,1,0,-3240.0,-3240.0,0.0,376560.0,938160.0,IF1606,73170.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-23,3127.2,2883.3,0,-4320.0,375264.0,933840.0,0,68850.0,1,0,19.895,1,0,-4320.0,-4320.0,0.0,375264.0,933840.0,IF1606,68850.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-24,3112.8,2883.3,0,-12960.0,373536.0,920880.0,0,55890.0,1,0,19.895,1,0,-12960.0,-12960.0,0.0,373536.0,920880.0,IF1606,55890.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-25,3069.6,2883.3,0,-420.0,368352.0,920460.0,0,55470.0,1,0,19.895,1,0,-420.0,-420.0,0.0,368352.0,920460.0,IF1606,55470.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-28,3068.2,2883.3,0,-5100.0,368184.0,915360.0,0,50370.0,1,0,19.895,1,0,-5100.0,-5100.0,0.0,368184.0,915360.0,IF1606,50370.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-29,3051.2,2883.3,0,-13980.0,366144.0,901380.0,0,36390.0,1,0,19.895,1,0,-13980.0,-13980.0,0.0,366144.0,901380.0,IF1606,36390.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-30,3004.6,2883.3,0,24240.0,360552.0,925620.0,0,60630.0,1,0,19.895,1,0,24240.0,24240.0,0.0,360552.0,925620.0,IF1606,60630.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-03-31,3085.4,2883.3,0,1860.0,370248.0,927480.0,0,62490.0,1,0,19.895,1,0,1860.0,1860.0,0.0,370248.0,927480.0,IF1606,62490.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-04-01,3091.6,2883.3,0,-420.0,370992.0,927060.0,0,62070.0,1,0,19.895,1,0,-420.0,-420.0,0.0,370992.0,927060.0,IF1606,62070.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-04-05,3090.2,2883.3,0,17100.0,370824.0,944160.0,0,79170.0,1,0,19.895,1,0,17100.0,17100.0,0.0,370824.0,944160.0,IF1606,79170.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-04-06,3147.2,2883.3,0,-3300.0,377664.0,940860.0,0,75870.0,1,0,19.895,1,0,-3300.0,-3300.0,0.0,377664.0,940860.0,IF1606,75870.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,沪深1606,1,1,19.895
2016-04-07,0.0,2883.3,0,-56619.0,0.0,0.0,0,19251.0,0,0,40.232,0,1,-48279.0,-104898.0,-56619.0,353696.4,-932520.0,IF1606,-29028.0,2947.47,2947.47,0,-48279.0,353696.4,-932520.0,0,-48279.0,1,1,20.338,沪深1606,3,3,60.57
2016-04-08,0.0,2883.3,0,0.0,0.0,0.0,0,19251.0,0,0,40.232,0,1,13800.0,13800.0,0.0,373008.0,-918720.0,IF1606,-15228.0,3108.4,2947.47,0,13800.0,373008.0,-918720.0,0,-34479.0,1,0,20.338,沪深1606,3,3,60.57
2016-04-11,0.0,2883.3,0,0.0,0.0,0.0,0,19251.0,0,0,40.232,0,1,-21600.0,-21600.0,0.0,367488.0,-940320.0,IF1606,-36828.0,3062.4,2947.47,0,-21600.0,367488.0,-940320.0,0,-56079.0,1,0,20.338,沪深1606,3,3,60.57
2016-04-12,0.0,2883.3,0,0.0,0.0,0.0,0,19251.0,0,0,40.232,0,1,7560.0,7560.0,0.0,376128.0,-932760.0,IF1606,-29268.0,3134.4,2947.47,0,7560.0,376128.0,-932760.0,0,-48519.0,1,0,20.338,沪深1606,3,3,60.57
2016-04-13,0.0,2883.3,0,0.0,0.0,0.0,0,19251.0,0,0,40.232,0,1,-24420.0,-24420.0,0.0,373104.0,-957180.0,IF1606,-53688.0,3109.2,2947.47,0,-24420.0,373104.0,-957180.0,0,-72939.0,1,0,20.338,沪深1606,3,3,60.57
2016-04-14,3351.6,3351.6,0,-49500.0,402192.0,955980.0,0,-30249.0,1,1,63.358,1,0,-49500.0,-97800.0,-48300.0,402192.0,955980.0,IF1606,-151488.0,0.0,2947.47,0,-48300.0,0.0,0.0,0,-121239.0,0,0,43.464,沪深1606,5,5,106.822
2016-04-15,3186.6,3351.6,0,-60.0,382392.0,955920.0,0,-30309.0,1,0,63.358,1,0,-60.0,-60.0,0.0,382392.0,955920.0,IF1606,-151548.0,0.0,2947.47,0,0.0,0.0,0.0,0,-121239.0,0,0,43.464,沪深1606,5,5,106.822
2016-04-18,0.0,3351.6,0,-59595.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-48075.0,-107670.0,-59595.0,358530.0,-944400.0,IF1606,-259218.0,2987.75,2987.75,0,-48075.0,358530.0,-944400.0,0,-169314.0,1,1,64.079,沪深1606,7,7,148.053
2016-04-19,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,480.0,480.0,0.0,377760.0,-943920.0,IF1606,-258738.0,3148.0,2987.75,0,480.0,377760.0,-943920.0,0,-168834.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-20,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,25500.0,25500.0,0.0,377568.0,-918420.0,IF1606,-233238.0,3146.4,2987.75,0,25500.0,377568.0,-918420.0,0,-143334.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-21,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-10020.0,-10020.0,0.0,367368.0,-928440.0,IF1606,-243258.0,3061.4,2987.75,0,-10020.0,367368.0,-928440.0,0,-153354.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-22,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-120.0,-120.0,0.0,371376.0,-928560.0,IF1606,-243378.0,3094.8,2987.75,0,-120.0,371376.0,-928560.0,0,-153474.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-25,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,3660.0,3660.0,0.0,371424.0,-924900.0,IF1606,-239718.0,3095.2,2987.75,0,3660.0,371424.0,-924900.0,0,-149814.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-26,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-1260.0,-1260.0,0.0,369960.0,-926160.0,IF1606,-240978.0,3083.0,2987.75,0,-1260.0,369960.0,-926160.0,0,-151074.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-27,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,360.0,360.0,0.0,370464.0,-925800.0,IF1606,-240618.0,3087.2,2987.75,0,360.0,370464.0,-925800.0,0,-150714.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-28,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,2460.0,2460.0,0.0,370320.0,-923340.0,IF1606,-238158.0,3086.0,2987.75,0,2460.0,370320.0,-923340.0,0,-148254.0,1,0,64.079,沪深1606,7,7,148.053
2016-04-29,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-3840.0,-3840.0,0.0,369336.0,-927180.0,IF1606,-241998.0,3077.8,2987.75,0,-3840.0,369336.0,-927180.0,0,-152094.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-03,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-16860.0,-16860.0,0.0,370872.0,-944040.0,IF1606,-258858.0,3090.6,2987.75,0,-16860.0,370872.0,-944040.0,0,-168954.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-04,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,480.0,480.0,0.0,377616.0,-943560.0,IF1606,-258378.0,3146.8,2987.75,0,480.0,377616.0,-943560.0,0,-168474.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-05,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,540.0,540.0,0.0,377424.0,-943020.0,IF1606,-257838.0,3145.2,2987.75,0,540.0,377424.0,-943020.0,0,-167934.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-06,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,21180.0,21180.0,0.0,377208.0,-921840.0,IF1606,-236658.0,3143.4,2987.75,0,21180.0,377208.0,-921840.0,0,-146754.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-09,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,24120.0,24120.0,0.0,368736.0,-897720.0,IF1606,-212538.0,3072.8,2987.75,0,24120.0,368736.0,-897720.0,0,-122634.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-10,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-1740.0,-1740.0,0.0,359088.0,-899460.0,IF1606,-214278.0,2992.4,2987.75,0,-1740.0,359088.0,-899460.0,0,-124374.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-11,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-4860.0,-4860.0,0.0,359784.0,-904320.0,IF1606,-219138.0,2998.2,2987.75,0,-4860.0,359784.0,-904320.0,0,-129234.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-12,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-3900.0,-3900.0,0.0,361728.0,-908220.0,IF1606,-223038.0,3014.4,2987.75,0,-3900.0,361728.0,-908220.0,0,-133134.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-13,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,1260.0,1260.0,0.0,363288.0,-906960.0,IF1606,-221778.0,3027.4,2987.75,0,1260.0,363288.0,-906960.0,0,-131874.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-16,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-3480.0,-3480.0,0.0,362784.0,-910440.0,IF1606,-225258.0,3023.2,2987.75,0,-3480.0,362784.0,-910440.0,0,-135354.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-17,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-2460.0,-2460.0,0.0,364176.0,-912900.0,IF1606,-227718.0,3034.8,2987.75,0,-2460.0,364176.0,-912900.0,0,-137814.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-18,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,10380.0,10380.0,0.0,365160.0,-902520.0,IF1606,-217338.0,3043.0,2987.75,0,10380.0,365160.0,-902520.0,0,-127434.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-19,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-3780.0,-3780.0,0.0,361008.0,-906300.0,IF1606,-221118.0,3008.4,2987.75,0,-3780.0,361008.0,-906300.0,0,-131214.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-20,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-4800.0,-4800.0,0.0,362520.0,-911100.0,IF1606,-225918.0,3021.0,2987.75,0,-4800.0,362520.0,-911100.0,0,-136014.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-23,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,-2160.0,-2160.0,0.0,364440.0,-913260.0,IF1606,-228078.0,3037.0,2987.75,0,-2160.0,364440.0,-913260.0,0,-138174.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-24,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,5880.0,5880.0,0.0,365304.0,-907380.0,IF1606,-222198.0,3044.2,2987.75,0,5880.0,365304.0,-907380.0,0,-132294.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-25,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,120.0,120.0,0.0,362952.0,-907260.0,IF1606,-222078.0,3024.6,2987.75,0,120.0,362952.0,-907260.0,0,-132174.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-26,0.0,3351.6,0,0.0,0.0,0.0,0,-89904.0,0,0,83.974,0,1,720.0,720.0,0.0,362904.0,-906540.0,IF1606,-221358.0,3024.2,2987.75,0,720.0,362904.0,-906540.0,0,-131454.0,1,0,64.079,沪深1606,7,7,148.053
2016-05-27,3185.28,3185.28,0,-45624.0,382233.6,909960.0,0,-135528.0,1,1,105.952,1,0,-45624.0,-94668.0,-49044.0,382233.6,909960.0,IF1606,-316026.0,0.0,2987.75,0,-49044.0,0.0,0.0,0,-180498.0,0,0,86.057,沪深1606,9,9,192.01
2016-05-30,3033.2,3185.28,0,780.0,363984.0,910740.0,0,-134748.0,1,0,105.952,1,0,780.0,780.0,0.0,363984.0,910740.0,IF1606,-315246.0,0.0,2987.75,0,0.0,0.0,0.0,0,-180498.0,0,0,86.057,沪深1606,9,9,192.01
2016-05-31,3035.8,3185.28,0,32100.0,364296.0,942840.0,0,-102648.0,1,0,105.952,1,0,32100.0,32100.0,0.0,364296.0,942840.0,IF1606,-283146.0,0.0,2987.75,0,0.0,0.0,0.0,0,-180498.0,0,0,86.057,沪深1606,9,9,192.01
2016-06-01,3142.8,3185.28,0,-2100.0,377136.0,940740.0,0,-104748.0,1,0,105.952,1,0,-2100.0,-2100.0,0.0,377136.0,940740.0,IF1606,-285246.0,0.0,2987.75,0,0.0,0.0,0.0,0,-180498.0,0,0,86.057,沪深1606,9,9,192.01
